bbox,track_id,object_name,time_date,bbox_image_path,confidence,score,tag
"[299, 468, 400, 542]",1.0,car,2026-02-13__13_36_24_448433,./bbox_images\1.0_2026-02-13__13_36_24_448433.jpg,0.7438015937805176,2.272536953059245
"[516, 393, 564, 436]",2.0,car,2026-02-13__13_36_24_448433,./bbox_images\2.0_2026-02-13__13_36_24_448433.jpg,0.7197237014770508,2.3025850780928847
"[428, 495, 524, 577]",3.0,car,2026-02-13__13_36_24_448433,./bbox_images\3.0_2026-02-13__13_36_24_448433.jpg,0.7551003694534302,2.302585078092885
"[987, 197, 1277, 288]",4.0,train,2026-02-13__13_36_24_448433,./bbox_images\4.0_2026-02-13__13_36_24_448433.jpg,0.6028224229812622,2.3025850780928847
"[454, 342, 505, 389]",5.0,truck,2026-02-13__13_36_24_448433,./bbox_images\5.0_2026-02-13__13_36_24_448433.jpg,0.29775872826576233,2.1684089029657203
"[553, 332, 590, 363]",6.0,car,2026-02-13__13_36_24_448433,./bbox_images\6.0_2026-02-13__13_36_24_448433.jpg,0.4710848927497864,2.302585078092885
"[410, 294, 483, 358]",7.0,bus,2026-02-13__13_36_24_464225,./bbox_images\7.0_2026-02-13__13_36_24_464225.jpg,0.383454829454422,2.2337451183797397
"[201, 405, 311, 495]",8.0,truck,2026-02-13__13_36_24_464225,./bbox_images\8.0_2026-02-13__13_36_24_464225.jpg,0.5181486010551453,2.2799002612745594
"[677, 296, 701, 316]",11.0,car,2026-02-13__13_36_24_464225,./bbox_images\11.0_2026-02-13__13_36_24_464225.jpg,0.24072304368019104,2.3025850780928847
"[302, 465, 403, 536]",1.0,car,2026-02-13__13_36_25_036557,./bbox_images\1.0_2026-02-13__13_36_25_036557.jpg,0.7790260910987854,2.248110828668367
"[517, 391, 565, 435]",2.0,car,2026-02-13__13_36_25_036557,./bbox_images\2.0_2026-02-13__13_36_25_036557.jpg,0.6954374313354492,2.3025850780928847
"[430, 492, 525, 574]",3.0,car,2026-02-13__13_36_25_036557,./bbox_images\3.0_2026-02-13__13_36_25_036557.jpg,0.7423036098480225,2.302585078092885
"[987, 197, 1277, 288]",4.0,train,2026-02-13__13_36_25_036557,./bbox_images\4.0_2026-02-13__13_36_25_036557.jpg,0.6024938225746155,2.3025850780928847
"[455, 340, 507, 388]",5.0,car,2026-02-13__13_36_25_043891,./bbox_images\5.0_2026-02-13__13_36_25_043891.jpg,0.36865508556365967,2.160956447449627
"[554, 331, 590, 362]",6.0,car,2026-02-13__13_36_25_043891,./bbox_images\6.0_2026-02-13__13_36_25_043891.jpg,0.46263837814331055,2.302585078092885
"[411, 293, 485, 357]",7.0,bus,2026-02-13__13_36_25_043891,./bbox_images\7.0_2026-02-13__13_36_25_043891.jpg,0.4670783579349518,2.2279429619430595
"[204, 401, 314, 494]",8.0,truck,2026-02-13__13_36_25_043891,./bbox_images\8.0_2026-02-13__13_36_25_043891.jpg,0.3720022737979889,1.5956449495738338
"[675, 297, 701, 317]",11.0,car,2026-02-13__13_36_25_049312,./bbox_images\11.0_2026-02-13__13_36_25_049312.jpg,0.3220263123512268,2.3025850780928847
"[204, 401, 314, 495]",14.0,car,2026-02-13__13_36_25_049312,./bbox_images\14.0_2026-02-13__13_36_25_049312.jpg,0.34008100628852844,1.6023611631106205
